Locality,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
United States,,67.17537,66.95064,66.56862,64.11413,68.83957,67.6983,67.06646,67.54247,68.91872,69.32006,70.70463,70.36238,69.95561,68.31532,70.72565,71.17397,72.48609,72.47195,72.87622,71.74223,71.33218,71.73459,70.71302,69.93907,70.23365,69.43398,70.75104,71.42223,73.23283,72.6724,74.79281,77.98651,79.21235
